TimeStamp,Open,High,Low,Close,Volume,DataTime,ema7,ema25,ema50,ema144,ema169,dif,dea,macd,ao
1678809900000,25942.9,25987.3,25870.6,25969.4,4036.159,2023-03-15 00:05:00,25921.308126569398,25859.666217186925,25651.632015483032,25031.35884061072,24915.59064833831,54.01924614032396,64.03281080110969,-10.013564660785732,37.16529411766169
1678810200000,25969.4,26025.7,25967.1,26013.6,4011.306,2023-03-15 00:10:00,25944.38109492705,25871.507277403314,25665.826838405264,25044.90699453333,24928.508405416684,58.47969414218824,62.9221874693254,-4.442493327137164,53.660000000014406
1678810500000,26013.5,26016.9,25910.3,25926.4,2964.359,2023-03-15 00:15:00,25939.885821195287,25875.729794526138,25676.04539376192,25057.065518746662,24940.24830652943,54.35178651809838,61.20810727908,-6.8563207609816175,56.6617647059029
1678810800000,25926.4,25943.6,25809.8,25843.7,6886.409,2023-03-15 00:20:00,25915.839365896463,25873.265964177972,25682.62008420263,25067.91564952257,24950.877149982025,43.90112628249335,57.74671107976267,-13.845584797269318,45.95647058825489
1678811100000,25843.7,25847.1,25712.0,25767.9,8783.883,2023-03-15 00:25:00,25878.85452442235,25865.160890010437,25685.964394626055,25077.570606080877,24960.489183511647,29.166265684427344,52.0306220006956,-22.864356316268257,19.67352941178615
1678811400000,25767.8,25867.0,25767.8,25838.3,2845.574,2023-03-15 00:30:00,25868.715893316763,25863.094667701942,25691.938339934837,25088.063425307348,24970.81636958798,22.905434552787483,46.205584511113976,-23.300149958326493,-3.7494117646856466
1678811700000,25838.3,25856.3,25791.0,25810.9,1716.141,2023-03-15 00:35:00,25854.261919987573,25859.07969326333,25696.603503074646,25098.03358495828,24980.69970641636,15.553439397765032,40.07515548844419,-24.521716090679156,-40.19235294115424
1678812000000,25810.9,25835.4,25761.8,25819.9,2182.059,2023-03-15 00:40:00,25845.67143999068,25856.065870704613,25701.438659816817,25107.990363096786,24990.572651046754,10.334030778900342,34.12693054653542,-23.792899767635078,-63.52764705880327
1678812300000,25820.0,25926.9,25818.9,25900.1,3325.846,2023-03-15 00:45:00,25859.27857999301,25859.453111419643,25709.229300608313,25118.91601326097,25001.272972799146,12.524704587151064,29.806485354658548,-17.281780767507485,-55.35941176468623
1678812600000,25900.0,25924.2,25841.3,25888.2,2728.076,2023-03-15 00:50:00,25866.50893499476,25861.66441054121,25716.247759407986,25129.526826871162,25011.707408413273,13.149025039918342,26.474993291710508,-13.325968251792165,-36.55823529409827
1678812900000,25888.1,25906.8,25859.9,25887.9,1559.825,2023-03-15 00:55:00,25871.85670124607,25863.68253280727,25722.97921982336,25139.987146500527,25022.015556549588,13.464386932657362,23.87287201989988,-10.408485087242518,-28.129411764690303
